sehir_adi,analiz_baslangic_tarih,analiz_baslangic_saat,analiz_bitis_tarih,analiz_bitis_saat,sonuc
Muğla,01-07-2024,00:00,07-07-2024,23:59,0.16
Muş,01-07-2024,00:00,07-07-2024,23:59,0.15
Nevşehir,01-07-2024,00:00,07-07-2024,23:59,0.16
Niğde,01-07-2024,00:00,07-07-2024,23:59,0.16
Ordu,01-07-2024,00:00,07-07-2024,23:59,0.24
Rize,01-07-2024,00:00,07-07-2024,23:59,0.14
Sakarya,01-07-2024,00:00,07-07-2024,23:59,0.2
Samsun,01-07-2024,00:00,07-07-2024,23:59,0.3
Siirt,01-07-2024,00:00,07-07-2024,23:59,0.22
Sinop,01-07-2024,00:00,07-07-2024,23:59,0.15
Sivas,01-07-2024,00:00,07-07-2024,23:59,0.12
Tekirdağ,01-07-2024,00:00,07-07-2024,23:59,0.12
Tokat,01-07-2024,00:00,07-07-2024,23:59,0.14
Trabzon,01-07-2024,00:00,07-07-2024,23:59,0.23
Tunceli,01-07-2024,00:00,07-07-2024,23:59,0.15
Şanlıurfa,01-07-2024,00:00,07-07-2024,23:59,0.19
Uşak,01-07-2024,00:00,07-07-2024,23:59,0.18
Van,01-07-2024,00:00,07-07-2024,23:59,0.22
Yozgat,01-07-2024,00:00,07-07-2024,23:59,0.07
Zonguldak,01-07-2024,00:00,07-07-2024,23:59,0.18
Aksaray,01-07-2024,00:00,07-07-2024,23:59,0.14
Bayburt,01-07-2024,00:00,07-07-2024,23:59,0.12
Karaman,01-07-2024,00:00,07-07-2024,23:59,0.13
Kırıkkale,01-07-2024,00:00,07-07-2024,23:59,0.22
Batman,01-07-2024,00:00,07-07-2024,23:59,0.2
Şırnak,01-07-2024,00:00,07-07-2024,23:59,0.19
Bartın,01-07-2024,00:00,07-07-2024,23:59,0.16
Ardahan,01-07-2024,00:00,07-07-2024,23:59,0.09
Iğdır,01-07-2024,00:00,07-07-2024,23:59,0.19
Yalova,01-07-2024,00:00,07-07-2024,23:59,0.27
Karabük,01-07-2024,00:00,07-07-2024,23:59,0.13
Kilis,01-07-2024,00:00,07-07-2024,23:59,0.18
Osmaniye,01-07-2024,00:00,07-07-2024,23:59,0.24
Düzce,01-07-2024,00:00,07-07-2024,23:59,0.18
Adana,08-07-2024,00:00,14-07-2024,23:59,0.26
Adıyaman,08-07-2024,00:00,14-07-2024,23:59,0.19
Afyonkarahisar,08-07-2024,00:00,14-07-2024,23:59,0.15
Ağrı,08-07-2024,00:00,14-07-2024,23:59,0.13
Amasya,08-07-2024,00:00,14-07-2024,23:59,0.13
Ankara,08-07-2024,00:00,14-07-2024,23:59,0.24
Antalya,08-07-2024,00:00,14-07-2024,23:59,0.24
Artvin,08-07-2024,00:00,14-07-2024,23:59,0.2
Aydın,08-07-2024,00:00,14-07-2024,23:59,0.24
Balıkesir,08-07-2024,00:00,14-07-2024,23:59,0.16
Bilecik,08-07-2024,00:00,14-07-2024,23:59,0.17
Bingöl,08-07-2024,00:00,14-07-2024,23:59,0.13
Bitlis,08-07-2024,00:00,14-07-2024,23:59,0.17
Bolu,08-07-2024,00:00,14-07-2024,23:59,0.19
Burdur,08-07-2024,00:00,14-07-2024,23:59,0.11
Bursa,08-07-2024,00:00,14-07-2024,23:59,0.33
Çanakkale,08-07-2024,00:00,14-07-2024,23:59,0.17
Çankırı,08-07-2024,00:00,14-07-2024,23:59,0.11
Çorum,08-07-2024,00:00,14-07-2024,23:59,0.13
Denizli,08-07-2024,00:00,14-07-2024,23:59,0.25
Diyarbakır,08-07-2024,00:00,14-07-2024,23:59,0.21
Edirne,08-07-2024,00:00,14-07-2024,23:59,0.15
Elazığ,08-07-2024,00:00,14-07-2024,23:59,0.15
Erzincan,08-07-2024,00:00,14-07-2024,23:59,0.15
Erzurum,08-07-2024,00:00,14-07-2024,23:59,0.18
Eskişehir,08-07-2024,00:00,14-07-2024,23:59,0.18
Gaziantep,08-07-2024,00:00,14-07-2024,23:59,0.23
Giresun,08-07-2024,00:00,14-07-2024,23:59,0.19
Gümüşhane,08-07-2024,00:00,14-07-2024,23:59,0.11
Hakkari,08-07-2024,00:00,14-07-2024,23:59,0.14
Hatay,08-07-2024,00:00,14-07-2024,23:59,0.28
Isparta,08-07-2024,00:00,14-07-2024,23:59,0.18
Mersin,08-07-2024,00:00,14-07-2024,23:59,0.23
İstanbul,08-07-2024,00:00,14-07-2024,23:59,0.32
İzmir,08-07-2024,00:00,14-07-2024,23:59,0.31
Kars,08-07-2024,00:00,14-07-2024,23:59,0.13
Kastamonu,08-07-2024,00:00,14-07-2024,23:59,0.13
Kayseri,08-07-2024,00:00,14-07-2024,23:59,0.17
Kırklareli,08-07-2024,00:00,14-07-2024,23:59,0.12
Kırşehir,08-07-2024,00:00,14-07-2024,23:59,0.15
Kocaeli,08-07-2024,00:00,14-07-2024,23:59,0.23
Konya,08-07-2024,00:00,14-07-2024,23:59,0.16
Kütahya,08-07-2024,00:00,14-07-2024,23:59,0.11
Malatya,08-07-2024,00:00,14-07-2024,23:59,0.18
Manisa,08-07-2024,00:00,14-07-2024,23:59,0.22
Kahramanmaraş,08-07-2024,00:00,14-07-2024,23:59,0.18
Mardin,08-07-2024,00:00,14-07-2024,23:59,0.2
Muğla,08-07-2024,00:00,14-07-2024,23:59,0.16
Muş,08-07-2024,00:00,14-07-2024,23:59,0.15
Nevşehir,08-07-2024,00:00,14-07-2024,23:59,0.16
Niğde,08-07-2024,00:00,14-07-2024,23:59,0.15
Ordu,08-07-2024,00:00,14-07-2024,23:59,0.24
Rize,08-07-2024,00:00,14-07-2024,23:59,0.14
Sakarya,08-07-2024,00:00,14-07-2024,23:59,0.2
Samsun,08-07-2024,00:00,14-07-2024,23:59,0.3
Siirt,08-07-2024,00:00,14-07-2024,23:59,0.21
Sinop,08-07-2024,00:00,14-07-2024,23:59,0.15
Sivas,08-07-2024,00:00,14-07-2024,23:59,0.13
Tekirdağ,08-07-2024,00:00,14-07-2024,23:59,0.12
Tokat,08-07-2024,00:00,14-07-2024,23:59,0.15
Trabzon,08-07-2024,00:00,14-07-2024,23:59,0.23
Tunceli,08-07-2024,00:00,14-07-2024,23:59,0.15
Şanlıurfa,08-07-2024,00:00,14-07-2024,23:59,0.2
Uşak,08-07-2024,00:00,14-07-2024,23:59,0.19
Van,08-07-2024,00:00,14-07-2024,23:59,0.21
Yozgat,08-07-2024,00:00,14-07-2024,23:59,0.07
Zonguldak,08-07-2024,00:00,14-07-2024,23:59,0.18
Aksaray,08-07-2024,00:00,14-07-2024,23:59,0.13
Bayburt,08-07-2024,00:00,14-07-2024,23:59,0.12
Karaman,08-07-2024,00:00,14-07-2024,23:59,0.13
Kırıkkale,08-07-2024,00:00,14-07-2024,23:59,0.22
Batman,08-07-2024,00:00,14-07-2024,23:59,0.21
Şırnak,08-07-2024,00:00,14-07-2024,23:59,0.19
Bartın,08-07-2024,00:00,14-07-2024,23:59,0.16
Ardahan,08-07-2024,00:00,14-07-2024,23:59,0.09
Iğdır,08-07-2024,00:00,14-07-2024,23:59,0.18
Yalova,08-07-2024,00:00,14-07-2024,23:59,0.27
Karabük,08-07-2024,00:00,14-07-2024,23:59,0.13
Kilis,08-07-2024,00:00,14-07-2024,23:59,0.18
Osmaniye,08-07-2024,00:00,14-07-2024,23:59,0.24
Düzce,08-07-2024,00:00,14-07-2024,23:59,0.18
Adana,15-07-2024,00:00,21-07-2024,23:59,0.26
Adıyaman,15-07-2024,00:00,21-07-2024,23:59,0.19
Afyonkarahisar,15-07-2024,00:00,21-07-2024,23:59,0.15
Ağrı,15-07-2024,00:00,21-07-2024,23:59,0.14
Amasya,15-07-2024,00:00,21-07-2024,23:59,0.13
Ankara,15-07-2024,00:00,21-07-2024,23:59,0.24
Antalya,15-07-2024,00:00,21-07-2024,23:59,0.24
Artvin,15-07-2024,00:00,21-07-2024,23:59,0.2
Aydın,15-07-2024,00:00,21-07-2024,23:59,0.24
Balıkesir,15-07-2024,00:00,21-07-2024,23:59,0.16
Bilecik,15-07-2024,00:00,21-07-2024,23:59,0.17
Bingöl,15-07-2024,00:00,21-07-2024,23:59,0.13
Bitlis,15-07-2024,00:00,21-07-2024,23:59,0.17
Bolu,15-07-2024,00:00,21-07-2024,23:59,0.19
Burdur,15-07-2024,00:00,21-07-2024,23:59,0.11
Bursa,15-07-2024,00:00,21-07-2024,23:59,0.33
Çanakkale,15-07-2024,00:00,21-07-2024,23:59,0.18
Çankırı,15-07-2024,00:00,21-07-2024,23:59,0.11
Çorum,15-07-2024,00:00,21-07-2024,23:59,0.12
Denizli,15-07-2024,00:00,21-07-2024,23:59,0.24
Diyarbakır,15-07-2024,00:00,21-07-2024,23:59,0.21
Edirne,15-07-2024,00:00,21-07-2024,23:59,0.14
Elazığ,15-07-2024,00:00,21-07-2024,23:59,0.15
Erzincan,15-07-2024,00:00,21-07-2024,23:59,0.15
Erzurum,15-07-2024,00:00,21-07-2024,23:59,0.18
Eskişehir,15-07-2024,00:00,21-07-2024,23:59,0.18
Gaziantep,15-07-2024,00:00,21-07-2024,23:59,0.23
Giresun,15-07-2024,00:00,21-07-2024,23:59,0.19
Gümüşhane,15-07-2024,00:00,21-07-2024,23:59,0.1
Hakkari,15-07-2024,00:00,21-07-2024,23:59,0.15
Hatay,15-07-2024,00:00,21-07-2024,23:59,0.28
Isparta,15-07-2024,00:00,21-07-2024,23:59,0.17
Mersin,15-07-2024,00:00,21-07-2024,23:59,0.23
İstanbul,15-07-2024,00:00,21-07-2024,23:59,0.31
İzmir,15-07-2024,00:00,21-07-2024,23:59,0.31
Kars,15-07-2024,00:00,21-07-2024,23:59,0.13
Kastamonu,15-07-2024,00:00,21-07-2024,23:59,0.13
Kayseri,15-07-2024,00:00,21-07-2024,23:59,0.17
Kırklareli,15-07-2024,00:00,21-07-2024,23:59,0.12
Kırşehir,15-07-2024,00:00,21-07-2024,23:59,0.15
Kocaeli,15-07-2024,00:00,21-07-2024,23:59,0.23
Konya,15-07-2024,00:00,21-07-2024,23:59,0.15
Kütahya,15-07-2024,00:00,21-07-2024,23:59,0.11
Malatya,15-07-2024,00:00,21-07-2024,23:59,0.18
Manisa,15-07-2024,00:00,21-07-2024,23:59,0.22
Kahramanmaraş,15-07-2024,00:00,21-07-2024,23:59,0.18
Mardin,15-07-2024,00:00,21-07-2024,23:59,0.2
Muğla,15-07-2024,00:00,21-07-2024,23:59,0.16
Muş,15-07-2024,00:00,21-07-2024,23:59,0.15
Nevşehir,15-07-2024,00:00,21-07-2024,23:59,0.16
Niğde,15-07-2024,00:00,21-07-2024,23:59,0.15
Ordu,15-07-2024,00:00,21-07-2024,23:59,0.24
Rize,15-07-2024,00:00,21-07-2024,23:59,0.14
Sakarya,15-07-2024,00:00,21-07-2024,23:59,0.2
Samsun,15-07-2024,00:00,21-07-2024,23:59,0.3
Siirt,15-07-2024,00:00,21-07-2024,23:59,0.21
Sinop,15-07-2024,00:00,21-07-2024,23:59,0.15
Sivas,15-07-2024,00:00,21-07-2024,23:59,0.12
Tekirdağ,15-07-2024,00:00,21-07-2024,23:59,0.11
Tokat,15-07-2024,00:00,21-07-2024,23:59,0.14
Trabzon,15-07-2024,00:00,21-07-2024,23:59,0.23
Tunceli,15-07-2024,00:00,21-07-2024,23:59,0.15
Şanlıurfa,15-07-2024,00:00,21-07-2024,23:59,0.2
Uşak,15-07-2024,00:00,21-07-2024,23:59,0.18
Van,15-07-2024,00:00,21-07-2024,23:59,0.21
Yozgat,15-07-2024,00:00,21-07-2024,23:59,0.07
Zonguldak,15-07-2024,00:00,21-07-2024,23:59,0.18
Aksaray,15-07-2024,00:00,21-07-2024,23:59,0.13
Bayburt,15-07-2024,00:00,21-07-2024,23:59,0.11
Karaman,15-07-2024,00:00,21-07-2024,23:59,0.13
Kırıkkale,15-07-2024,00:00,21-07-2024,23:59,0.22
Batman,15-07-2024,00:00,21-07-2024,23:59,0.21
Şırnak,15-07-2024,00:00,21-07-2024,23:59,0.18
Bartın,15-07-2024,00:00,21-07-2024,23:59,0.16
Ardahan,15-07-2024,00:00,21-07-2024,23:59,0.09
Iğdır,15-07-2024,00:00,21-07-2024,23:59,0.19
Yalova,15-07-2024,00:00,21-07-2024,23:59,0.27
Karabük,15-07-2024,00:00,21-07-2024,23:59,0.13
Kilis,15-07-2024,00:00,21-07-2024,23:59,0.18
Osmaniye,15-07-2024,00:00,21-07-2024,23:59,0.24
Düzce,15-07-2024,00:00,21-07-2024,23:59,0.18
Adana,22-07-2024,00:00,28-07-2024,23:59,0.26
Adıyaman,22-07-2024,00:00,28-07-2024,23:59,0.19
Afyonkarahisar,22-07-2024,00:00,28-07-2024,23:59,0.15
Ağrı,22-07-2024,00:00,28-07-2024,23:59,0.13
Amasya,22-07-2024,00:00,28-07-2024,23:59,0.13
Ankara,22-07-2024,00:00,28-07-2024,23:59,0.24
Antalya,22-07-2024,00:00,28-07-2024,23:59,0.24
Artvin,22-07-2024,00:00,28-07-2024,23:59,0.2
Aydın,22-07-2024,00:00,28-07-2024,23:59,0.24
Balıkesir,22-07-2024,00:00,28-07-2024,23:59,0.16
Bilecik,22-07-2024,00:00,28-07-2024,23:59,0.17
Bingöl,22-07-2024,00:00,28-07-2024,23:59,0.14
Bitlis,22-07-2024,00:00,28-07-2024,23:59,0.17
Bolu,22-07-2024,00:00,28-07-2024,23:59,0.19
Burdur,22-07-2024,00:00,28-07-2024,23:59,0.11
Bursa,22-07-2024,00:00,28-07-2024,23:59,0.33
Çanakkale,22-07-2024,00:00,28-07-2024,23:59,0.17
Çankırı,22-07-2024,00:00,28-07-2024,23:59,0.11
Çorum,22-07-2024,00:00,28-07-2024,23:59,0.13
Denizli,22-07-2024,00:00,28-07-2024,23:59,0.24
Diyarbakır,22-07-2024,00:00,28-07-2024,23:59,0.21
Edirne,22-07-2024,00:00,28-07-2024,23:59,0.14
Elazığ,22-07-2024,00:00,28-07-2024,23:59,0.15
Erzincan,22-07-2024,00:00,28-07-2024,23:59,0.15
Erzurum,22-07-2024,00:00,28-07-2024,23:59,0.17
Eskişehir,22-07-2024,00:00,28-07-2024,23:59,0.18
Gaziantep,22-07-2024,00:00,28-07-2024,23:59,0.23
Giresun,22-07-2024,00:00,28-07-2024,23:59,0.19
Gümüşhane,22-07-2024,00:00,28-07-2024,23:59,0.1
Hakkari,22-07-2024,00:00,28-07-2024,23:59,0.14
Hatay,22-07-2024,00:00,28-07-2024,23:59,0.28
Isparta,22-07-2024,00:00,28-07-2024,23:59,0.17
Mersin,22-07-2024,00:00,28-07-2024,23:59,0.23
İstanbul,22-07-2024,00:00,28-07-2024,23:59,0.32
İzmir,22-07-2024,00:00,28-07-2024,23:59,0.31
Kars,22-07-2024,00:00,28-07-2024,23:59,0.13
Kastamonu,22-07-2024,00:00,28-07-2024,23:59,0.13
Kayseri,22-07-2024,00:00,28-07-2024,23:59,0.17
Kırklareli,22-07-2024,00:00,28-07-2024,23:59,0.12
Kırşehir,22-07-2024,00:00,28-07-2024,23:59,0.15
Kocaeli,22-07-2024,00:00,28-07-2024,23:59,0.23
Konya,22-07-2024,00:00,28-07-2024,23:59,0.16
Kütahya,22-07-2024,00:00,28-07-2024,23:59,0.11
Malatya,22-07-2024,00:00,28-07-2024,23:59,0.19
Manisa,22-07-2024,00:00,28-07-2024,23:59,0.22
Kahramanmaraş,22-07-2024,00:00,28-07-2024,23:59,0.18
Mardin,22-07-2024,00:00,28-07-2024,23:59,0.2
Muğla,22-07-2024,00:00,28-07-2024,23:59,0.16
Muş,22-07-2024,00:00,28-07-2024,23:59,0.15
Nevşehir,22-07-2024,00:00,28-07-2024,23:59,0.16
Niğde,22-07-2024,00:00,28-07-2024,23:59,0.15
Ordu,22-07-2024,00:00,28-07-2024,23:59,0.24
Rize,22-07-2024,00:00,28-07-2024,23:59,0.14
Sakarya,22-07-2024,00:00,28-07-2024,23:59,0.2
Samsun,22-07-2024,00:00,28-07-2024,23:59,0.3
Siirt,22-07-2024,00:00,28-07-2024,23:59,0.22
Sinop,22-07-2024,00:00,28-07-2024,23:59,0.15
Sivas,22-07-2024,00:00,28-07-2024,23:59,0.12
Tekirdağ,22-07-2024,00:00,28-07-2024,23:59,0.11
Tokat,22-07-2024,00:00,28-07-2024,23:59,0.15
Trabzon,22-07-2024,00:00,28-07-2024,23:59,0.23
Tunceli,22-07-2024,00:00,28-07-2024,23:59,0.15
Şanlıurfa,22-07-2024,00:00,28-07-2024,23:59,0.2
Uşak,22-07-2024,00:00,28-07-2024,23:59,0.18
Van,22-07-2024,00:00,28-07-2024,23:59,0.21
Yozgat,22-07-2024,00:00,28-07-2024,23:59,0.07
Zonguldak,22-07-2024,00:00,28-07-2024,23:59,0.19
Aksaray,22-07-2024,00:00,28-07-2024,23:59,0.13
Bayburt,22-07-2024,00:00,28-07-2024,23:59,0.11
Karaman,22-07-2024,00:00,28-07-2024,23:59,0.13
Kırıkkale,22-07-2024,00:00,28-07-2024,23:59,0.22
Batman,22-07-2024,00:00,28-07-2024,23:59,0.21
Şırnak,22-07-2024,00:00,28-07-2024,23:59,0.19
Bartın,22-07-2024,00:00,28-07-2024,23:59,0.17
Ardahan,22-07-2024,00:00,28-07-2024,23:59,0.09
Iğdır,22-07-2024,00:00,28-07-2024,23:59,0.18
Yalova,22-07-2024,00:00,28-07-2024,23:59,0.27
Karabük,22-07-2024,00:00,28-07-2024,23:59,0.13
Kilis,22-07-2024,00:00,28-07-2024,23:59,0.18
Osmaniye,22-07-2024,00:00,28-07-2024,23:59,0.24
Düzce,22-07-2024,00:00,28-07-2024,23:59,0.18
Adana,29-07-2024,00:00,04-08-2024,23:59,0.26
Adıyaman,29-07-2024,00:00,04-08-2024,23:59,0.19
Afyonkarahisar,29-07-2024,00:00,04-08-2024,23:59,0.15
Ağrı,29-07-2024,00:00,04-08-2024,23:59,0.13
Amasya,29-07-2024,00:00,04-08-2024,23:59,0.13
Ankara,29-07-2024,00:00,04-08-2024,23:59,0.24
Antalya,29-07-2024,00:00,04-08-2024,23:59,0.24
Artvin,29-07-2024,00:00,04-08-2024,23:59,0.2
Aydın,29-07-2024,00:00,04-08-2024,23:59,0.24
Balıkesir,29-07-2024,00:00,04-08-2024,23:59,0.16
Bilecik,29-07-2024,00:00,04-08-2024,23:59,0.17
Bingöl,29-07-2024,00:00,04-08-2024,23:59,0.14
Bitlis,29-07-2024,00:00,04-08-2024,23:59,0.17
Bolu,29-07-2024,00:00,04-08-2024,23:59,0.19
Burdur,29-07-2024,00:00,04-08-2024,23:59,0.11
Bursa,29-07-2024,00:00,04-08-2024,23:59,0.33
Çanakkale,29-07-2024,00:00,04-08-2024,23:59,0.17
Çankırı,29-07-2024,00:00,04-08-2024,23:59,0.11
Çorum,29-07-2024,00:00,04-08-2024,23:59,0.13
Denizli,29-07-2024,00:00,04-08-2024,23:59,0.24
Diyarbakır,29-07-2024,00:00,04-08-2024,23:59,0.21
Edirne,29-07-2024,00:00,04-08-2024,23:59,0.14
Elazığ,29-07-2024,00:00,04-08-2024,23:59,0.15
Erzincan,29-07-2024,00:00,04-08-2024,23:59,0.15
Erzurum,29-07-2024,00:00,04-08-2024,23:59,0.18
Eskişehir,29-07-2024,00:00,04-08-2024,23:59,0.18
Gaziantep,29-07-2024,00:00,04-08-2024,23:59,0.23
Giresun,29-07-2024,00:00,04-08-2024,23:59,0.18
Gümüşhane,29-07-2024,00:00,04-08-2024,23:59,0.11
Hakkari,29-07-2024,00:00,04-08-2024,23:59,0.15
Hatay,29-07-2024,00:00,04-08-2024,23:59,0.28
Isparta,29-07-2024,00:00,04-08-2024,23:59,0.17
Mersin,29-07-2024,00:00,04-08-2024,23:59,0.23
İstanbul,29-07-2024,00:00,04-08-2024,23:59,0.32
İzmir,29-07-2024,00:00,04-08-2024,23:59,0.31
Kars,29-07-2024,00:00,04-08-2024,23:59,0.14
Kastamonu,29-07-2024,00:00,04-08-2024,23:59,0.13
Kayseri,29-07-2024,00:00,04-08-2024,23:59,0.17
Kırklareli,29-07-2024,00:00,04-08-2024,23:59,0.12
Kırşehir,29-07-2024,00:00,04-08-2024,23:59,0.15
Kocaeli,29-07-2024,00:00,04-08-2024,23:59,0.23
Konya,29-07-2024,00:00,04-08-2024,23:59,0.15
Kütahya,29-07-2024,00:00,04-08-2024,23:59,0.11
Malatya,29-07-2024,00:00,04-08-2024,23:59,0.18
Manisa,29-07-2024,00:00,04-08-2024,23:59,0.22
Kahramanmaraş,29-07-2024,00:00,04-08-2024,23:59,0.18
Mardin,29-07-2024,00:00,04-08-2024,23:59,0.21
Muğla,29-07-2024,00:00,04-08-2024,23:59,0.16
Muş,29-07-2024,00:00,04-08-2024,23:59,0.15
Nevşehir,29-07-2024,00:00,04-08-2024,23:59,0.16
Niğde,29-07-2024,00:00,04-08-2024,23:59,0.15
Ordu,29-07-2024,00:00,04-08-2024,23:59,0.24
Rize,29-07-2024,00:00,04-08-2024,23:59,0.14
Sakarya,29-07-2024,00:00,04-08-2024,23:59,0.19
Samsun,29-07-2024,00:00,04-08-2024,23:59,0.3
Siirt,29-07-2024,00:00,04-08-2024,23:59,0.21
Sinop,29-07-2024,00:00,04-08-2024,23:59,0.15
Sivas,29-07-2024,00:00,04-08-2024,23:59,0.12
Tekirdağ,29-07-2024,00:00,04-08-2024,23:59,0.11
Tokat,29-07-2024,00:00,04-08-2024,23:59,0.14
Trabzon,29-07-2024,00:00,04-08-2024,23:59,0.23
Tunceli,29-07-2024,00:00,04-08-2024,23:59,0.15
Şanlıurfa,29-07-2024,00:00,04-08-2024,23:59,0.2
Uşak,29-07-2024,00:00,04-08-2024,23:59,0.18
Van,29-07-2024,00:00,04-08-2024,23:59,0.22
Yozgat,29-07-2024,00:00,04-08-2024,23:59,0.07
Zonguldak,29-07-2024,00:00,04-08-2024,23:59,0.18
Aksaray,29-07-2024,00:00,04-08-2024,23:59,0.13
Bayburt,29-07-2024,00:00,04-08-2024,23:59,0.11
Karaman,29-07-2024,00:00,04-08-2024,23:59,0.12
Kırıkkale,29-07-2024,00:00,04-08-2024,23:59,0.22
Batman,29-07-2024,00:00,04-08-2024,23:59,0.21
Şırnak,29-07-2024,00:00,04-08-2024,23:59,0.2
Bartın,29-07-2024,00:00,04-08-2024,23:59,0.16
Ardahan,29-07-2024,00:00,04-08-2024,23:59,0.09
Iğdır,29-07-2024,00:00,04-08-2024,23:59,0.19
Yalova,29-07-2024,00:00,04-08-2024,23:59,0.27
Karabük,29-07-2024,00:00,04-08-2024,23:59,0.13
Kilis,29-07-2024,00:00,04-08-2024,23:59,0.18
Osmaniye,29-07-2024,00:00,04-08-2024,23:59,0.24
Düzce,29-07-2024,00:00,04-08-2024,23:59,0.18
Adana,05-08-2024,00:00,11-08-2024,23:59,0.26
Adıyaman,05-08-2024,00:00,11-08-2024,23:59,0.19
Afyonkarahisar,05-08-2024,00:00,11-08-2024,23:59,0.15
Ağrı,05-08-2024,00:00,11-08-2024,23:59,0.13
Amasya,05-08-2024,00:00,11-08-2024,23:59,0.13
Ankara,05-08-2024,00:00,11-08-2024,23:59,0.24
Antalya,05-08-2024,00:00,11-08-2024,23:59,0.24
Artvin,05-08-2024,00:00,11-08-2024,23:59,0.2
Aydın,05-08-2024,00:00,11-08-2024,23:59,0.24
Balıkesir,05-08-2024,00:00,11-08-2024,23:59,0.16
Bilecik,05-08-2024,00:00,11-08-2024,23:59,0.17
Bingöl,05-08-2024,00:00,11-08-2024,23:59,0.14
Bitlis,05-08-2024,00:00,11-08-2024,23:59,0.18
Bolu,05-08-2024,00:00,11-08-2024,23:59,0.19
Burdur,05-08-2024,00:00,11-08-2024,23:59,0.11
Bursa,05-08-2024,00:00,11-08-2024,23:59,0.32
Çanakkale,05-08-2024,00:00,11-08-2024,23:59,0.17
Çankırı,05-08-2024,00:00,11-08-2024,23:59,0.1
Çorum,05-08-2024,00:00,11-08-2024,23:59,0.12
Denizli,05-08-2024,00:00,11-08-2024,23:59,0.24
Diyarbakır,05-08-2024,00:00,11-08-2024,23:59,0.21
Edirne,05-08-2024,00:00,11-08-2024,23:59,0.14
Elazığ,05-08-2024,00:00,11-08-2024,23:59,0.15
Erzincan,05-08-2024,00:00,11-08-2024,23:59,0.14
Erzurum,05-08-2024,00:00,11-08-2024,23:59,0.18
Eskişehir,05-08-2024,00:00,11-08-2024,23:59,0.18
Gaziantep,05-08-2024,00:00,11-08-2024,23:59,0.23
Giresun,05-08-2024,00:00,11-08-2024,23:59,0.18
Gümüşhane,05-08-2024,00:00,11-08-2024,23:59,0.1
Hakkari,05-08-2024,00:00,11-08-2024,23:59,0.15
Hatay,05-08-2024,00:00,11-08-2024,23:59,0.28
Isparta,05-08-2024,00:00,11-08-2024,23:59,0.17
Mersin,05-08-2024,00:00,11-08-2024,23:59,0.23
İstanbul,05-08-2024,00:00,11-08-2024,23:59,0.32
İzmir,05-08-2024,00:00,11-08-2024,23:59,0.31
Kars,05-08-2024,00:00,11-08-2024,23:59,0.13
Kastamonu,05-08-2024,00:00,11-08-2024,23:59,0.12
Kayseri,05-08-2024,00:00,11-08-2024,23:59,0.17
Kırklareli,05-08-2024,00:00,11-08-2024,23:59,0.11
Kırşehir,05-08-2024,00:00,11-08-2024,23:59,0.15
Kocaeli,05-08-2024,00:00,11-08-2024,23:59,0.23
Konya,05-08-2024,00:00,11-08-2024,23:59,0.15
Kütahya,05-08-2024,00:00,11-08-2024,23:59,0.11
Malatya,05-08-2024,00:00,11-08-2024,23:59,0.19
Manisa,05-08-2024,00:00,11-08-2024,23:59,0.22
Kahramanmaraş,05-08-2024,00:00,11-08-2024,23:59,0.18
Mardin,05-08-2024,00:00,11-08-2024,23:59,0.21
Muğla,05-08-2024,00:00,11-08-2024,23:59,0.16
Muş,05-08-2024,00:00,11-08-2024,23:59,0.14
Nevşehir,05-08-2024,00:00,11-08-2024,23:59,0.16
Niğde,05-08-2024,00:00,11-08-2024,23:59,0.15
Ordu,05-08-2024,00:00,11-08-2024,23:59,0.23
Rize,05-08-2024,00:00,11-08-2024,23:59,0.14
Sakarya,05-08-2024,00:00,11-08-2024,23:59,0.19
Samsun,05-08-2024,00:00,11-08-2024,23:59,0.29
Siirt,05-08-2024,00:00,11-08-2024,23:59,0.21
Sinop,05-08-2024,00:00,11-08-2024,23:59,0.15
Sivas,05-08-2024,00:00,11-08-2024,23:59,0.12
Tekirdağ,05-08-2024,00:00,11-08-2024,23:59,0.11
Tokat,05-08-2024,00:00,11-08-2024,23:59,0.14
Trabzon,05-08-2024,00:00,11-08-2024,23:59,0.23
Tunceli,05-08-2024,00:00,11-08-2024,23:59,0.15
Şanlıurfa,05-08-2024,00:00,11-08-2024,23:59,0.2
Uşak,05-08-2024,00:00,11-08-2024,23:59,0.18
Van,05-08-2024,00:00,11-08-2024,23:59,0.22
Yozgat,05-08-2024,00:00,11-08-2024,23:59,0.07
Zonguldak,05-08-2024,00:00,11-08-2024,23:59,0.18
Aksaray,05-08-2024,00:00,11-08-2024,23:59,0.13
Bayburt,05-08-2024,00:00,11-08-2024,23:59,0.11
Karaman,05-08-2024,00:00,11-08-2024,23:59,0.13
Kırıkkale,05-08-2024,00:00,11-08-2024,23:59,0.22
Batman,05-08-2024,00:00,11-08-2024,23:59,0.21
Şırnak,05-08-2024,00:00,11-08-2024,23:59,0.19
Bartın,05-08-2024,00:00,11-08-2024,23:59,0.16
Ardahan,05-08-2024,00:00,11-08-2024,23:59,0.09
Iğdır,05-08-2024,00:00,11-08-2024,23:59,0.19
Yalova,05-08-2024,00:00,11-08-2024,23:59,0.27
Karabük,05-08-2024,00:00,11-08-2024,23:59,0.13
Kilis,05-08-2024,00:00,11-08-2024,23:59,0.18
Osmaniye,05-08-2024,00:00,11-08-2024,23:59,0.24
