sehir_adi,analiz_baslangic_tarih,analiz_baslangic_saat,analiz_bitis_tarih,analiz_bitis_saat,sonuc
Düzce,05-08-2024,00:00,11-08-2024,23:59,0.18
Adana,12-08-2024,00:00,18-08-2024,23:59,0.26
Adıyaman,12-08-2024,00:00,18-08-2024,23:59,0.19
Afyonkarahisar,12-08-2024,00:00,18-08-2024,23:59,0.15
Ağrı,12-08-2024,00:00,18-08-2024,23:59,0.14
Amasya,12-08-2024,00:00,18-08-2024,23:59,0.12
Ankara,12-08-2024,00:00,18-08-2024,23:59,0.24
Antalya,12-08-2024,00:00,18-08-2024,23:59,0.24
Artvin,12-08-2024,00:00,18-08-2024,23:59,0.2
Aydın,12-08-2024,00:00,18-08-2024,23:59,0.24
Balıkesir,12-08-2024,00:00,18-08-2024,23:59,0.16
Bilecik,12-08-2024,00:00,18-08-2024,23:59,0.17
Bingöl,12-08-2024,00:00,18-08-2024,23:59,0.15
Bitlis,12-08-2024,00:00,18-08-2024,23:59,0.17
Bolu,12-08-2024,00:00,18-08-2024,23:59,0.2
Burdur,12-08-2024,00:00,18-08-2024,23:59,0.11
Bursa,12-08-2024,00:00,18-08-2024,23:59,0.33
Çanakkale,12-08-2024,00:00,18-08-2024,23:59,0.17
Çankırı,12-08-2024,00:00,18-08-2024,23:59,0.1
Çorum,12-08-2024,00:00,18-08-2024,23:59,0.13
Denizli,12-08-2024,00:00,18-08-2024,23:59,0.24
Diyarbakır,12-08-2024,00:00,18-08-2024,23:59,0.21
Edirne,12-08-2024,00:00,18-08-2024,23:59,0.14
Elazığ,12-08-2024,00:00,18-08-2024,23:59,0.15
Erzincan,12-08-2024,00:00,18-08-2024,23:59,0.15
Erzurum,12-08-2024,00:00,18-08-2024,23:59,0.18
Eskişehir,12-08-2024,00:00,18-08-2024,23:59,0.18
Gaziantep,12-08-2024,00:00,18-08-2024,23:59,0.23
Giresun,12-08-2024,00:00,18-08-2024,23:59,0.18
Gümüşhane,12-08-2024,00:00,18-08-2024,23:59,0.1
Hakkari,12-08-2024,00:00,18-08-2024,23:59,0.14
Hatay,12-08-2024,00:00,18-08-2024,23:59,0.28
Isparta,12-08-2024,00:00,18-08-2024,23:59,0.17
Mersin,12-08-2024,00:00,18-08-2024,23:59,0.23
İstanbul,12-08-2024,00:00,18-08-2024,23:59,0.32
İzmir,12-08-2024,00:00,18-08-2024,23:59,0.31
Kars,12-08-2024,00:00,18-08-2024,23:59,0.13
Kastamonu,12-08-2024,00:00,18-08-2024,23:59,0.13
Kayseri,12-08-2024,00:00,18-08-2024,23:59,0.17
Kırklareli,12-08-2024,00:00,18-08-2024,23:59,0.12
Kırşehir,12-08-2024,00:00,18-08-2024,23:59,0.15
Kocaeli,12-08-2024,00:00,18-08-2024,23:59,0.23
Konya,12-08-2024,00:00,18-08-2024,23:59,0.16
Kütahya,12-08-2024,00:00,18-08-2024,23:59,0.11
Malatya,12-08-2024,00:00,18-08-2024,23:59,0.19
Manisa,12-08-2024,00:00,18-08-2024,23:59,0.22
Kahramanmaraş,12-08-2024,00:00,18-08-2024,23:59,0.18
Mardin,12-08-2024,00:00,18-08-2024,23:59,0.2
Muğla,12-08-2024,00:00,18-08-2024,23:59,0.16
Muş,12-08-2024,00:00,18-08-2024,23:59,0.15
Nevşehir,12-08-2024,00:00,18-08-2024,23:59,0.16
Niğde,12-08-2024,00:00,18-08-2024,23:59,0.15
Ordu,12-08-2024,00:00,18-08-2024,23:59,0.23
Rize,12-08-2024,00:00,18-08-2024,23:59,0.14
Sakarya,12-08-2024,00:00,18-08-2024,23:59,0.19
Samsun,12-08-2024,00:00,18-08-2024,23:59,0.29
Siirt,12-08-2024,00:00,18-08-2024,23:59,0.22
Sinop,12-08-2024,00:00,18-08-2024,23:59,0.15
Sivas,12-08-2024,00:00,18-08-2024,23:59,0.13
Tekirdağ,12-08-2024,00:00,18-08-2024,23:59,0.11
Tokat,12-08-2024,00:00,18-08-2024,23:59,0.14
Trabzon,12-08-2024,00:00,18-08-2024,23:59,0.22
Tunceli,12-08-2024,00:00,18-08-2024,23:59,0.14
Şanlıurfa,12-08-2024,00:00,18-08-2024,23:59,0.2
Uşak,12-08-2024,00:00,18-08-2024,23:59,0.18
Van,12-08-2024,00:00,18-08-2024,23:59,0.22
Yozgat,12-08-2024,00:00,18-08-2024,23:59,0.08
Zonguldak,12-08-2024,00:00,18-08-2024,23:59,0.18
Aksaray,12-08-2024,00:00,18-08-2024,23:59,0.13
Bayburt,12-08-2024,00:00,18-08-2024,23:59,0.11
Karaman,12-08-2024,00:00,18-08-2024,23:59,0.13
Kırıkkale,12-08-2024,00:00,18-08-2024,23:59,0.22
Batman,12-08-2024,00:00,18-08-2024,23:59,0.21
Şırnak,12-08-2024,00:00,18-08-2024,23:59,0.19
Bartın,12-08-2024,00:00,18-08-2024,23:59,0.16
Ardahan,12-08-2024,00:00,18-08-2024,23:59,0.09
Iğdır,12-08-2024,00:00,18-08-2024,23:59,0.19
Yalova,12-08-2024,00:00,18-08-2024,23:59,0.27
Karabük,12-08-2024,00:00,18-08-2024,23:59,0.13
Kilis,12-08-2024,00:00,18-08-2024,23:59,0.18
Osmaniye,12-08-2024,00:00,18-08-2024,23:59,0.24
Düzce,12-08-2024,00:00,18-08-2024,23:59,0.18
Adana,19-08-2024,00:00,25-08-2024,23:59,0.26
Adıyaman,19-08-2024,00:00,25-08-2024,23:59,0.19
Afyonkarahisar,19-08-2024,00:00,25-08-2024,23:59,0.15
Ağrı,19-08-2024,00:00,25-08-2024,23:59,0.13
Amasya,19-08-2024,00:00,25-08-2024,23:59,0.13
Ankara,19-08-2024,00:00,25-08-2024,23:59,0.24
Antalya,19-08-2024,00:00,25-08-2024,23:59,0.24
Artvin,19-08-2024,00:00,25-08-2024,23:59,0.2
Aydın,19-08-2024,00:00,25-08-2024,23:59,0.24
Balıkesir,19-08-2024,00:00,25-08-2024,23:59,0.16
Bilecik,19-08-2024,00:00,25-08-2024,23:59,0.17
Bingöl,19-08-2024,00:00,25-08-2024,23:59,0.15
Bitlis,19-08-2024,00:00,25-08-2024,23:59,0.17
Bolu,19-08-2024,00:00,25-08-2024,23:59,0.2
Burdur,19-08-2024,00:00,25-08-2024,23:59,0.11
Bursa,19-08-2024,00:00,25-08-2024,23:59,0.33
Çanakkale,19-08-2024,00:00,25-08-2024,23:59,0.17
Çankırı,19-08-2024,00:00,25-08-2024,23:59,0.1
Çorum,19-08-2024,00:00,25-08-2024,23:59,0.13
Denizli,19-08-2024,00:00,25-08-2024,23:59,0.25
Diyarbakır,19-08-2024,00:00,25-08-2024,23:59,0.21
Edirne,19-08-2024,00:00,25-08-2024,23:59,0.15
Elazığ,19-08-2024,00:00,25-08-2024,23:59,0.15
Erzincan,19-08-2024,00:00,25-08-2024,23:59,0.15
Erzurum,19-08-2024,00:00,25-08-2024,23:59,0.18
Eskişehir,19-08-2024,00:00,25-08-2024,23:59,0.18
Gaziantep,19-08-2024,00:00,25-08-2024,23:59,0.23
Giresun,19-08-2024,00:00,25-08-2024,23:59,0.18
Gümüşhane,19-08-2024,00:00,25-08-2024,23:59,0.11
Hakkari,19-08-2024,00:00,25-08-2024,23:59,0.15
Hatay,19-08-2024,00:00,25-08-2024,23:59,0.28
Isparta,19-08-2024,00:00,25-08-2024,23:59,0.17
Mersin,19-08-2024,00:00,25-08-2024,23:59,0.23
İstanbul,19-08-2024,00:00,25-08-2024,23:59,0.32
İzmir,19-08-2024,00:00,25-08-2024,23:59,0.31
Kars,19-08-2024,00:00,25-08-2024,23:59,0.13
Kastamonu,19-08-2024,00:00,25-08-2024,23:59,0.13
Kayseri,19-08-2024,00:00,25-08-2024,23:59,0.17
Kırklareli,19-08-2024,00:00,25-08-2024,23:59,0.11
Kırşehir,19-08-2024,00:00,25-08-2024,23:59,0.15
Kocaeli,19-08-2024,00:00,25-08-2024,23:59,0.23
Konya,19-08-2024,00:00,25-08-2024,23:59,0.16
Kütahya,19-08-2024,00:00,25-08-2024,23:59,0.11
Malatya,19-08-2024,00:00,25-08-2024,23:59,0.18
Manisa,19-08-2024,00:00,25-08-2024,23:59,0.22
Kahramanmaraş,19-08-2024,00:00,25-08-2024,23:59,0.18
Mardin,19-08-2024,00:00,25-08-2024,23:59,0.2
Muğla,19-08-2024,00:00,25-08-2024,23:59,0.16
Muş,19-08-2024,00:00,25-08-2024,23:59,0.14
Nevşehir,19-08-2024,00:00,25-08-2024,23:59,0.17
Niğde,19-08-2024,00:00,25-08-2024,23:59,0.15
Ordu,19-08-2024,00:00,25-08-2024,23:59,0.23
Rize,19-08-2024,00:00,25-08-2024,23:59,0.14
Sakarya,19-08-2024,00:00,25-08-2024,23:59,0.19
Samsun,19-08-2024,00:00,25-08-2024,23:59,0.29
Siirt,19-08-2024,00:00,25-08-2024,23:59,0.22
Sinop,19-08-2024,00:00,25-08-2024,23:59,0.15
Sivas,19-08-2024,00:00,25-08-2024,23:59,0.13
Tekirdağ,19-08-2024,00:00,25-08-2024,23:59,0.11
Tokat,19-08-2024,00:00,25-08-2024,23:59,0.14
Trabzon,19-08-2024,00:00,25-08-2024,23:59,0.22
Tunceli,19-08-2024,00:00,25-08-2024,23:59,0.15
Şanlıurfa,19-08-2024,00:00,25-08-2024,23:59,0.2
Uşak,19-08-2024,00:00,25-08-2024,23:59,0.18
Van,19-08-2024,00:00,25-08-2024,23:59,0.21
Yozgat,19-08-2024,00:00,25-08-2024,23:59,0.08
Zonguldak,19-08-2024,00:00,25-08-2024,23:59,0.19
Aksaray,19-08-2024,00:00,25-08-2024,23:59,0.13
Bayburt,19-08-2024,00:00,25-08-2024,23:59,0.11
Karaman,19-08-2024,00:00,25-08-2024,23:59,0.13
Kırıkkale,19-08-2024,00:00,25-08-2024,23:59,0.22
Batman,19-08-2024,00:00,25-08-2024,23:59,0.21
Şırnak,19-08-2024,00:00,25-08-2024,23:59,0.19
Bartın,19-08-2024,00:00,25-08-2024,23:59,0.16
Ardahan,19-08-2024,00:00,25-08-2024,23:59,0.1
Iğdır,19-08-2024,00:00,25-08-2024,23:59,0.19
Yalova,19-08-2024,00:00,25-08-2024,23:59,0.27
Karabük,19-08-2024,00:00,25-08-2024,23:59,0.13
Kilis,19-08-2024,00:00,25-08-2024,23:59,0.18
Osmaniye,19-08-2024,00:00,25-08-2024,23:59,0.24
Düzce,19-08-2024,00:00,25-08-2024,23:59,0.18
Adana,26-08-2024,00:00,01-09-2024,23:59,0.26
Adıyaman,26-08-2024,00:00,01-09-2024,23:59,0.19
Afyonkarahisar,26-08-2024,00:00,01-09-2024,23:59,0.15
Ağrı,26-08-2024,00:00,01-09-2024,23:59,0.13
Amasya,26-08-2024,00:00,01-09-2024,23:59,0.13
Ankara,26-08-2024,00:00,01-09-2024,23:59,0.24
Antalya,26-08-2024,00:00,01-09-2024,23:59,0.24
Artvin,26-08-2024,00:00,01-09-2024,23:59,0.21
Aydın,26-08-2024,00:00,01-09-2024,23:59,0.24
Balıkesir,26-08-2024,00:00,01-09-2024,23:59,0.15
Bilecik,26-08-2024,00:00,01-09-2024,23:59,0.17
Bingöl,26-08-2024,00:00,01-09-2024,23:59,0.14
Bitlis,26-08-2024,00:00,01-09-2024,23:59,0.17
Bolu,26-08-2024,00:00,01-09-2024,23:59,0.2
Burdur,26-08-2024,00:00,01-09-2024,23:59,0.11
Bursa,26-08-2024,00:00,01-09-2024,23:59,0.33
Çanakkale,26-08-2024,00:00,01-09-2024,23:59,0.17
Çankırı,26-08-2024,00:00,01-09-2024,23:59,0.1
Çorum,26-08-2024,00:00,01-09-2024,23:59,0.13
Denizli,26-08-2024,00:00,01-09-2024,23:59,0.25
Diyarbakır,26-08-2024,00:00,01-09-2024,23:59,0.21
Edirne,26-08-2024,00:00,01-09-2024,23:59,0.15
Elazığ,26-08-2024,00:00,01-09-2024,23:59,0.15
Erzincan,26-08-2024,00:00,01-09-2024,23:59,0.15
Erzurum,26-08-2024,00:00,01-09-2024,23:59,0.18
Eskişehir,26-08-2024,00:00,01-09-2024,23:59,0.18
Gaziantep,26-08-2024,00:00,01-09-2024,23:59,0.23
Giresun,26-08-2024,00:00,01-09-2024,23:59,0.18
Gümüşhane,26-08-2024,00:00,01-09-2024,23:59,0.11
Hakkari,26-08-2024,00:00,01-09-2024,23:59,0.15
Hatay,26-08-2024,00:00,01-09-2024,23:59,0.28
Isparta,26-08-2024,00:00,01-09-2024,23:59,0.17
Mersin,26-08-2024,00:00,01-09-2024,23:59,0.22
İstanbul,26-08-2024,00:00,01-09-2024,23:59,0.31
İzmir,26-08-2024,00:00,01-09-2024,23:59,0.31
Kars,26-08-2024,00:00,01-09-2024,23:59,0.13
Kastamonu,26-08-2024,00:00,01-09-2024,23:59,0.13
Kayseri,26-08-2024,00:00,01-09-2024,23:59,0.17
Kırklareli,26-08-2024,00:00,01-09-2024,23:59,0.11
Kırşehir,26-08-2024,00:00,01-09-2024,23:59,0.15
Kocaeli,26-08-2024,00:00,01-09-2024,23:59,0.23
Konya,26-08-2024,00:00,01-09-2024,23:59,0.16
Kütahya,26-08-2024,00:00,01-09-2024,23:59,0.11
Malatya,26-08-2024,00:00,01-09-2024,23:59,0.19
Manisa,26-08-2024,00:00,01-09-2024,23:59,0.22
Kahramanmaraş,26-08-2024,00:00,01-09-2024,23:59,0.18
Mardin,26-08-2024,00:00,01-09-2024,23:59,0.21
Muğla,26-08-2024,00:00,01-09-2024,23:59,0.16
Muş,26-08-2024,00:00,01-09-2024,23:59,0.15
Nevşehir,26-08-2024,00:00,01-09-2024,23:59,0.16
Niğde,26-08-2024,00:00,01-09-2024,23:59,0.15
Ordu,26-08-2024,00:00,01-09-2024,23:59,0.23
Rize,26-08-2024,00:00,01-09-2024,23:59,0.14
Sakarya,26-08-2024,00:00,01-09-2024,23:59,0.19
Samsun,26-08-2024,00:00,01-09-2024,23:59,0.29
Siirt,26-08-2024,00:00,01-09-2024,23:59,0.22
Sinop,26-08-2024,00:00,01-09-2024,23:59,0.15
Sivas,26-08-2024,00:00,01-09-2024,23:59,0.12
Tekirdağ,26-08-2024,00:00,01-09-2024,23:59,0.11
Tokat,26-08-2024,00:00,01-09-2024,23:59,0.14
Trabzon,26-08-2024,00:00,01-09-2024,23:59,0.22
Tunceli,26-08-2024,00:00,01-09-2024,23:59,0.15
Şanlıurfa,26-08-2024,00:00,01-09-2024,23:59,0.2
Uşak,26-08-2024,00:00,01-09-2024,23:59,0.18
Van,26-08-2024,00:00,01-09-2024,23:59,0.21
Yozgat,26-08-2024,00:00,01-09-2024,23:59,0.08
Zonguldak,26-08-2024,00:00,01-09-2024,23:59,0.19
Aksaray,26-08-2024,00:00,01-09-2024,23:59,0.13
Bayburt,26-08-2024,00:00,01-09-2024,23:59,0.11
Karaman,26-08-2024,00:00,01-09-2024,23:59,0.13
Kırıkkale,26-08-2024,00:00,01-09-2024,23:59,0.22
Batman,26-08-2024,00:00,01-09-2024,23:59,0.21
Şırnak,26-08-2024,00:00,01-09-2024,23:59,0.19
Bartın,26-08-2024,00:00,01-09-2024,23:59,0.16
Ardahan,26-08-2024,00:00,01-09-2024,23:59,0.1
Iğdır,26-08-2024,00:00,01-09-2024,23:59,0.19
Yalova,26-08-2024,00:00,01-09-2024,23:59,0.26
Karabük,26-08-2024,00:00,01-09-2024,23:59,0.14
Kilis,26-08-2024,00:00,01-09-2024,23:59,0.18
Osmaniye,26-08-2024,00:00,01-09-2024,23:59,0.24
Düzce,26-08-2024,00:00,01-09-2024,23:59,0.18
Adana,02-09-2024,00:00,08-09-2024,23:59,0.27
Adıyaman,02-09-2024,00:00,08-09-2024,23:59,0.19
Afyonkarahisar,02-09-2024,00:00,08-09-2024,23:59,0.15
Ağrı,02-09-2024,00:00,08-09-2024,23:59,0.13
Amasya,02-09-2024,00:00,08-09-2024,23:59,0.13
Ankara,02-09-2024,00:00,08-09-2024,23:59,0.24
Antalya,02-09-2024,00:00,08-09-2024,23:59,0.24
Artvin,02-09-2024,00:00,08-09-2024,23:59,0.21
Aydın,02-09-2024,00:00,08-09-2024,23:59,0.24
Balıkesir,02-09-2024,00:00,08-09-2024,23:59,0.16
Bilecik,02-09-2024,00:00,08-09-2024,23:59,0.17
Bingöl,02-09-2024,00:00,08-09-2024,23:59,0.14
Bitlis,02-09-2024,00:00,08-09-2024,23:59,0.17
Bolu,02-09-2024,00:00,08-09-2024,23:59,0.2
Burdur,02-09-2024,00:00,08-09-2024,23:59,0.11
Bursa,02-09-2024,00:00,08-09-2024,23:59,0.33
Çanakkale,02-09-2024,00:00,08-09-2024,23:59,0.18
Çankırı,02-09-2024,00:00,08-09-2024,23:59,0.1
Çorum,02-09-2024,00:00,08-09-2024,23:59,0.13
Denizli,02-09-2024,00:00,08-09-2024,23:59,0.25
Diyarbakır,02-09-2024,00:00,08-09-2024,23:59,0.21
Edirne,02-09-2024,00:00,08-09-2024,23:59,0.15
Elazığ,02-09-2024,00:00,08-09-2024,23:59,0.15
Erzincan,02-09-2024,00:00,08-09-2024,23:59,0.15
Erzurum,02-09-2024,00:00,08-09-2024,23:59,0.18
Eskişehir,02-09-2024,00:00,08-09-2024,23:59,0.18
Gaziantep,02-09-2024,00:00,08-09-2024,23:59,0.23
Giresun,02-09-2024,00:00,08-09-2024,23:59,0.2
Gümüşhane,02-09-2024,00:00,08-09-2024,23:59,0.11
Hakkari,02-09-2024,00:00,08-09-2024,23:59,0.15
Hatay,02-09-2024,00:00,08-09-2024,23:59,0.28
Isparta,02-09-2024,00:00,08-09-2024,23:59,0.18
Mersin,02-09-2024,00:00,08-09-2024,23:59,0.23
İstanbul,02-09-2024,00:00,08-09-2024,23:59,0.33
İzmir,02-09-2024,00:00,08-09-2024,23:59,0.31
Kars,02-09-2024,00:00,08-09-2024,23:59,0.14
Kastamonu,02-09-2024,00:00,08-09-2024,23:59,0.13
Kayseri,02-09-2024,00:00,08-09-2024,23:59,0.17
Kırklareli,02-09-2024,00:00,08-09-2024,23:59,0.11
Kırşehir,02-09-2024,00:00,08-09-2024,23:59,0.15
Kocaeli,02-09-2024,00:00,08-09-2024,23:59,0.23
Konya,02-09-2024,00:00,08-09-2024,23:59,0.16
Kütahya,02-09-2024,00:00,08-09-2024,23:59,0.11
Malatya,02-09-2024,00:00,08-09-2024,23:59,0.19
Manisa,02-09-2024,00:00,08-09-2024,23:59,0.23
Kahramanmaraş,02-09-2024,00:00,08-09-2024,23:59,0.18
Mardin,02-09-2024,00:00,08-09-2024,23:59,0.2
Muğla,02-09-2024,00:00,08-09-2024,23:59,0.16
Muş,02-09-2024,00:00,08-09-2024,23:59,0.15
Nevşehir,02-09-2024,00:00,08-09-2024,23:59,0.16
Niğde,02-09-2024,00:00,08-09-2024,23:59,0.15
Ordu,02-09-2024,00:00,08-09-2024,23:59,0.24
Rize,02-09-2024,00:00,08-09-2024,23:59,0.14
Sakarya,02-09-2024,00:00,08-09-2024,23:59,0.2
Samsun,02-09-2024,00:00,08-09-2024,23:59,0.29
Siirt,02-09-2024,00:00,08-09-2024,23:59,0.22
Sinop,02-09-2024,00:00,08-09-2024,23:59,0.14
Sivas,02-09-2024,00:00,08-09-2024,23:59,0.13
Tekirdağ,02-09-2024,00:00,08-09-2024,23:59,0.11
Tokat,02-09-2024,00:00,08-09-2024,23:59,0.14
Trabzon,02-09-2024,00:00,08-09-2024,23:59,0.22
Tunceli,02-09-2024,00:00,08-09-2024,23:59,0.15
Şanlıurfa,02-09-2024,00:00,08-09-2024,23:59,0.2
Uşak,02-09-2024,00:00,08-09-2024,23:59,0.18
Van,02-09-2024,00:00,08-09-2024,23:59,0.21
Yozgat,02-09-2024,00:00,08-09-2024,23:59,0.07
Zonguldak,02-09-2024,00:00,08-09-2024,23:59,0.19
Aksaray,02-09-2024,00:00,08-09-2024,23:59,0.13
Bayburt,02-09-2024,00:00,08-09-2024,23:59,0.12
Karaman,02-09-2024,00:00,08-09-2024,23:59,0.13
Kırıkkale,02-09-2024,00:00,08-09-2024,23:59,0.22
Batman,02-09-2024,00:00,08-09-2024,23:59,0.21
Şırnak,02-09-2024,00:00,08-09-2024,23:59,0.19
Bartın,02-09-2024,00:00,08-09-2024,23:59,0.16
Ardahan,02-09-2024,00:00,08-09-2024,23:59,0.1
Iğdır,02-09-2024,00:00,08-09-2024,23:59,0.19
Yalova,02-09-2024,00:00,08-09-2024,23:59,0.27
Karabük,02-09-2024,00:00,08-09-2024,23:59,0.13
Kilis,02-09-2024,00:00,08-09-2024,23:59,0.18
Osmaniye,02-09-2024,00:00,08-09-2024,23:59,0.24
Düzce,02-09-2024,00:00,08-09-2024,23:59,0.18
Adana,09-09-2024,00:00,15-09-2024,23:59,0.27
Adıyaman,09-09-2024,00:00,15-09-2024,23:59,0.19
Afyonkarahisar,09-09-2024,00:00,15-09-2024,23:59,0.15
Ağrı,09-09-2024,00:00,15-09-2024,23:59,0.13
Amasya,09-09-2024,00:00,15-09-2024,23:59,0.12
Ankara,09-09-2024,00:00,15-09-2024,23:59,0.25
Antalya,09-09-2024,00:00,15-09-2024,23:59,0.24
Artvin,09-09-2024,00:00,15-09-2024,23:59,0.21
Aydın,09-09-2024,00:00,15-09-2024,23:59,0.24
Balıkesir,09-09-2024,00:00,15-09-2024,23:59,0.16
Bilecik,09-09-2024,00:00,15-09-2024,23:59,0.17
Bingöl,09-09-2024,00:00,15-09-2024,23:59,0.14
Bitlis,09-09-2024,00:00,15-09-2024,23:59,0.17
Bolu,09-09-2024,00:00,15-09-2024,23:59,0.19
Burdur,09-09-2024,00:00,15-09-2024,23:59,0.11
Bursa,09-09-2024,00:00,15-09-2024,23:59,0.33
Çanakkale,09-09-2024,00:00,15-09-2024,23:59,0.18
Çankırı,09-09-2024,00:00,15-09-2024,23:59,0.11
Çorum,09-09-2024,00:00,15-09-2024,23:59,0.13
Denizli,09-09-2024,00:00,15-09-2024,23:59,0.25
Diyarbakır,09-09-2024,00:00,15-09-2024,23:59,0.21
Edirne,09-09-2024,00:00,15-09-2024,23:59,0.16
Elazığ,09-09-2024,00:00,15-09-2024,23:59,0.15
Erzincan,09-09-2024,00:00,15-09-2024,23:59,0.15
Erzurum,09-09-2024,00:00,15-09-2024,23:59,0.18
Eskişehir,09-09-2024,00:00,15-09-2024,23:59,0.18
Gaziantep,09-09-2024,00:00,15-09-2024,23:59,0.23
Giresun,09-09-2024,00:00,15-09-2024,23:59,0.19
Gümüşhane,09-09-2024,00:00,15-09-2024,23:59,0.11
Hakkari,09-09-2024,00:00,15-09-2024,23:59,0.16
Hatay,09-09-2024,00:00,15-09-2024,23:59,0.28
Isparta,09-09-2024,00:00,15-09-2024,23:59,0.17
Mersin,09-09-2024,00:00,15-09-2024,23:59,0.23
İstanbul,09-09-2024,00:00,15-09-2024,23:59,0.33
İzmir,09-09-2024,00:00,15-09-2024,23:59,0.32
Kars,09-09-2024,00:00,15-09-2024,23:59,0.13
Kastamonu,09-09-2024,00:00,15-09-2024,23:59,0.13
Kayseri,09-09-2024,00:00,15-09-2024,23:59,0.18
Kırklareli,09-09-2024,00:00,15-09-2024,23:59,0.12
Kırşehir,09-09-2024,00:00,15-09-2024,23:59,0.15
Kocaeli,09-09-2024,00:00,15-09-2024,23:59,0.23
Konya,09-09-2024,00:00,15-09-2024,23:59,0.16
Kütahya,09-09-2024,00:00,15-09-2024,23:59,0.11
Malatya,09-09-2024,00:00,15-09-2024,23:59,0.19
Manisa,09-09-2024,00:00,15-09-2024,23:59,0.23
Kahramanmaraş,09-09-2024,00:00,15-09-2024,23:59,0.18
Mardin,09-09-2024,00:00,15-09-2024,23:59,0.2
Muğla,09-09-2024,00:00,15-09-2024,23:59,0.16
Muş,09-09-2024,00:00,15-09-2024,23:59,0.15
Nevşehir,09-09-2024,00:00,15-09-2024,23:59,0.17
Niğde,09-09-2024,00:00,15-09-2024,23:59,0.16
Ordu,09-09-2024,00:00,15-09-2024,23:59,0.24
Rize,09-09-2024,00:00,15-09-2024,23:59,0.14
Sakarya,09-09-2024,00:00,15-09-2024,23:59,0.2
Samsun,09-09-2024,00:00,15-09-2024,23:59,0.29
Siirt,09-09-2024,00:00,15-09-2024,23:59,0.22
Sinop,09-09-2024,00:00,15-09-2024,23:59,0.14
Sivas,09-09-2024,00:00,15-09-2024,23:59,0.13
Tekirdağ,09-09-2024,00:00,15-09-2024,23:59,0.11
Tokat,09-09-2024,00:00,15-09-2024,23:59,0.14
Trabzon,09-09-2024,00:00,15-09-2024,23:59,0.22
Tunceli,09-09-2024,00:00,15-09-2024,23:59,0.15
Şanlıurfa,09-09-2024,00:00,15-09-2024,23:59,0.2
Uşak,09-09-2024,00:00,15-09-2024,23:59,0.18
Van,09-09-2024,00:00,15-09-2024,23:59,0.21
Yozgat,09-09-2024,00:00,15-09-2024,23:59,0.08
Zonguldak,09-09-2024,00:00,15-09-2024,23:59,0.18
Aksaray,09-09-2024,00:00,15-09-2024,23:59,0.13
Bayburt,09-09-2024,00:00,15-09-2024,23:59,0.11
Karaman,09-09-2024,00:00,15-09-2024,23:59,0.13
Kırıkkale,09-09-2024,00:00,15-09-2024,23:59,0.22
Batman,09-09-2024,00:00,15-09-2024,23:59,0.21
Şırnak,09-09-2024,00:00,15-09-2024,23:59,0.2
Bartın,09-09-2024,00:00,15-09-2024,23:59,0.16
Ardahan,09-09-2024,00:00,15-09-2024,23:59,0.1
Iğdır,09-09-2024,00:00,15-09-2024,23:59,0.18
Yalova,09-09-2024,00:00,15-09-2024,23:59,0.27
Karabük,09-09-2024,00:00,15-09-2024,23:59,0.14
Kilis,09-09-2024,00:00,15-09-2024,23:59,0.18
Osmaniye,09-09-2024,00:00,15-09-2024,23:59,0.24
Düzce,09-09-2024,00:00,15-09-2024,23:59,0.18
Adana,16-09-2024,00:00,22-09-2024,23:59,0.27
Adıyaman,16-09-2024,00:00,22-09-2024,23:59,0.19
Afyonkarahisar,16-09-2024,00:00,22-09-2024,23:59,0.15
Ağrı,16-09-2024,00:00,22-09-2024,23:59,0.13
Amasya,16-09-2024,00:00,22-09-2024,23:59,0.13
Ankara,16-09-2024,00:00,22-09-2024,23:59,0.25
Antalya,16-09-2024,00:00,22-09-2024,23:59,0.24
Artvin,16-09-2024,00:00,22-09-2024,23:59,0.2
Aydın,16-09-2024,00:00,22-09-2024,23:59,0.24
Balıkesir,16-09-2024,00:00,22-09-2024,23:59,0.16
Bilecik,16-09-2024,00:00,22-09-2024,23:59,0.17
Bingöl,16-09-2024,00:00,22-09-2024,23:59,0.14
Bitlis,16-09-2024,00:00,22-09-2024,23:59,0.18
Bolu,16-09-2024,00:00,22-09-2024,23:59,0.19
Burdur,16-09-2024,00:00,22-09-2024,23:59,0.11
Bursa,16-09-2024,00:00,22-09-2024,23:59,0.33
Çanakkale,16-09-2024,00:00,22-09-2024,23:59,0.17
Çankırı,16-09-2024,00:00,22-09-2024,23:59,0.1
Çorum,16-09-2024,00:00,22-09-2024,23:59,0.13
Denizli,16-09-2024,00:00,22-09-2024,23:59,0.25
Diyarbakır,16-09-2024,00:00,22-09-2024,23:59,0.22
Edirne,16-09-2024,00:00,22-09-2024,23:59,0.16
Elazığ,16-09-2024,00:00,22-09-2024,23:59,0.15
Erzincan,16-09-2024,00:00,22-09-2024,23:59,0.15
Erzurum,16-09-2024,00:00,22-09-2024,23:59,0.19
Eskişehir,16-09-2024,00:00,22-09-2024,23:59,0.18
Gaziantep,16-09-2024,00:00,22-09-2024,23:59,0.23
Giresun,16-09-2024,00:00,22-09-2024,23:59,0.19
Gümüşhane,16-09-2024,00:00,22-09-2024,23:59,0.11
Hakkari,16-09-2024,00:00,22-09-2024,23:59,0.17
Hatay,16-09-2024,00:00,22-09-2024,23:59,0.28
Isparta,16-09-2024,00:00,22-09-2024,23:59,0.18
